A
0
0
0
0
2
0
1139
1
0
0
2
301
0
0
0
44820
0
0
1093105
1
0
0
1
138
9166
0
0
0
0
0
0
1666
0
9444
0
0
0
0
0
1677161
480785
0
134427
23
0
0
0
0
0
8122
477953
113
0
0
0
114
0
38
160991
0
19
0
1740
6402
0
336
40
0
0
0
0
303439
65203
0
0
0
0
0
18533
0
0
0
0
389
0
0
0
0
0
0
0
52
23825
0
0
0
0
0
3795
0
0
2005
0
0
0
1244
0
0
2068
72
6086
0
0
0
375
319
0
0
0
0
0
0
0
22
0
0
4369
0
491
8
0
0
4309
1002474
0
0
0
1
0
0
0
0
0
0
0
0
62134
55
0
0
0
0
0
0
2
655
0
0
29
343180
2438
9
0
0
0
0
0
4193
129
0
0
36823
0
0
0
2281
376925
0
0
63093
0
0
0
0
145
0
0
0
3648
0
0
0
0
0
2225
1
0
0
56558
793
33
31921
11
0
3119
2
0
0
0
0
2
0
0
0
0
0
0
0
0
0
10494
217004
0
6
15
0
0
0
0
0
0
0
0
0
0
0
638
0
0
0
0
0
41
0
0
20380
0
162
44061
0
94
0
10105
1358880
0
0
0
0
0
24578
9
0
0
10813
0
0
0
0
120
0
2
132
0
338156
0
0
52
529
61065
1
0
0
12
6
11477
0
0
0
0
108
261041
0
556
0
0
10350
0
136060
12324
0
27927
0
2941
0
7
1
0
144459
0
0
0
0
0
1502
0
1694
0
0
0
72747
0
68
0
0
0
0
0
0
0
1
689817
15895
0
0
0
0
11782
0
0
683772
0
0
0
0
0
10
0
0
0
0
0
0
0
0
631
0
0
2
0
0
0
8674
0
0
0
1758
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2578
146
0
1
0
0
89
0
34
0
0
0
0
3530
0
678
0
0
0
0
194
0
63461
0
12741
3599
0
0
33255
12313
0
488785
0
0
0
1430
0
0
19626
3112
0
76907
0
0
0
1184837
1445
484708
0
0
18
4841984
14820
22
4517
0
0
1104
0
0
2
0
0
0
0
108443
0
180
0
0
0
0
25310
0
0
0
0
0
411
0
778
0
11668
7
0
3744
1955
0
0
18
0
3431547
0
0
30368
0
0
0
21529
0
0
0
0
546
0
0
0
1
15474
0
12
103260
0
0
0
0
0
0
79
33
0
0
0
1950
391
2471
0
12
5
0
0
0
1
0
0
0
0
0
9359
0
200228
0
0
0
0
0
0
0
0
0
0
0
41995
0
136
0
0
2
54915
0
0
0
1
0
0
0
0
0
0
8760
0
0
589725
0
0
0
1013
25849
56
2
0
0
0
873167
0
0
0
0
0
0
80199
4
0
0
0
0
37236
46
272747
0
0
11630
1305
0
2183707
0
0
17
0
0
0
0
0
0
0
0
0
111924
0
0
0
166445
0
360537
0
0
18
0
107
0
0
0
0
13589
0
33677
3078
0
8079
3469
1497
0
1170
4901
48599
0
0
0
0
0
76479
0
0
593
0
238
207391
3061388
3
0
59
0
0
0
0
135508
0
0
0
354665
0
18872
2521
0
0
0
0
0
0
1105603
0
336876
0
0
1
0
0
0
11
0
0
0
216288
0
24
0
0
0
0
0
359208
0
0
0
0
1310
0
0
243
0
0
0
0
0
15
0
0
0
333
0
0
275
824
585
0
690436
0
4414
339
0
1817
0
1
0
7
4344
0
0
423
0
0
0
3
43962
116247
0
207
20
0
0
0
0
0
0
20979
0
0
9305
36
0
0
0
1724982
0
0
0
162121
0
3
0
266
9217
0
14
0
0
0
0
0
13
0
1
0
4152
37527
0
0
0
0
6
195
0
105925
0
2
0
0
2419
0
0
5401497
0
2523
79543
776
0
0
0
3126806
0
3806
0
0
0
61
0
1
0
0
0
0
0
0
4314
0
1
0
0
765
0
49
480
9
0
0
0
13
0
0
0
2
0
0
66083
1733857
0
0
0
0
0
41301
0
0
0
229099
0
0
1
112381
0
0
1518
0
106
6574
0
0
0
117
26065
0
0
0
0
29
13
0
14
0
0
0
37455
0
19
0
10
13
1
0
0
0
0
0
0
0
48
159422
0
0
0
0
4
0
0
0
106258
0
0
27188
0
6
0
0
25434
3520
0
0
20101
0
0
0
482055
16564
0
0
14
9
52
0
464
0
1
642810
0
152
50
0
0
3015
0
834225
1263
3
0
259
0
0
0
0
0
0
0
838132
1
0
0
3
278
0
0
31120
415
0
0
0
0
2617413
552
0
100
0
0
0
0
0
0
7257
0
0
0
2379
0
0
31538
0
0
0
0
14199
0
0
0
0
0
0
0
0
1789
0
0
1875331
458
0
220492
646614
0
1108592
3816
2
0
